20, 50
20, 54
20, 57
20, 59
20, 59
20, 59
20, 59
20, 60
20, 62
20, 62
20, 62
20, 63
20, 63
20, 64
20, 64
20, 64
20, 65
20, 67
20, 69
20, 73
20, 76
20, 76
20, 76
20, 76
20, 78
20, 80
20, 81
20, 80
20, 78
20, 76
20, 76
21, 76
22, 76
22, 76
22, 77
24, 79
24, 79
24, 79
24, 79
24, 79
24, 79
24, 79
24, 79
24, 78
24, 78
24, 78
24, 78
24, 78
24, 78
24, 78
24, 78
24, 77
24, 77
24, 77
24, 76
26, 76
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 77
28, 79
28, 80
28, 80
28, 80
28, 81
28, 81
28, 81
28, 84
28, 83
28, 82
28, 82
28, 81
28, 81
28, 81
28, 80
28, 82
28, 80
28, 80
28, 75
28, 73
28, 72
28, 72
28, 72
28, 72
28, 71
28, 70
28, 70
28, 63
28, 61
28, 61
28, 60
28, 62
28, 62
28, 61
28, 58
28, 57
28, 55
28, 52
28, 52
28, 52
28, 52
28, 52
28, 51
28, 50
28, 50
28, 50
28, 50
28, 50
28, 50
28, 50
28, 50
28, 50
28, 49
28, 49
28, 49
28, 48
28, 48
28, 49
28, 48
28, 48
28, 48
28, 48
28, 48
28, 48
28, 47
31, 46
33, 46
33, 45
34, 45
36, 45
38, 45
40, 45
41, 44
41, 44
41, 44
41, 44
41, 44
41, 43
41, 43
41, 42
41, 41
41, 41
41, 41
41, 41
41, 41
41, 41
41, 41
41, 41
41, 42
41, 44
41, 46
41, 45
41, 45
41, 44
41, 44
41, 43
41, 43
41, 42
41, 42
41, 42
41, 42
41, 42
41, 42
41, 42
41, 42
41, 42
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 39
41, 39
41, 39
41, 39
41, 39
41, 38
41, 36
41, 36
41, 36
41, 36
41, 36
41, 36
41, 35
41, 35
41, 35
41, 36
41, 38
41, 40
41, 42
41, 42
41, 42
41, 42
41, 42
41, 42
41, 42
41, 42
41, 41
41, 41
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 40
41, 41
41, 41
41, 42
41, 42
41, 44
41, 44
41, 44
41, 44
41, 44
41, 44
41, 44
41, 44
41, 45
41, 45
41, 43
41, 43
41, 42
42, 42
42, 40
42, 40
42, 40
42, 40
42, 40
42, 40
42, 41
42, 41
42, 42
42, 42
42, 42
42, 42
42, 42
42, 43
42, 43
42, 43
42, 43
42, 43
42, 43
42, 43
42, 42
42, 42
42, 42
42, 42
42, 42
42, 43
42, 43
42, 43
44, 43
46, 43
46, 43
46, 43
46, 43
46, 44
46, 44
46, 43
46, 43
46, 42
46, 42
46, 42
46, 42
46, 42
46, 42
46, 41
46, 41
46, 41
46, 39
46, 38
46, 37
46, 35
46, 35
46, 35
46, 35
46, 35
46, 35
48, 35
50, 35
51, 35
51, 35
51, 35
51, 34
51, 34
51, 34
51, 34
51, 34
51, 34
51, 34
51, 33
51, 33
51, 33
51, 33
51, 33
51, 32
51, 31
51, 30
51, 30
51, 30
51, 28
51, 28
51, 28
51, 28
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 27
51, 26
51, 25
51, 25
51, 24
51, 24
51, 25
51, 25
51, 25
51, 25
51, 24
51, 24
51, 24
51, 24
51, 24
51, 24
51, 24
51, 24
51, 24
51, 24
51, 24
51, 24
51, 23
51, 23
51, 23
51, 23
51, 23
51, 23
51, 23
51, 22
51, 22
51, 22
51, 22
51, 22
51, 22
51, 22
51, 22
51, 22
51, 22
51, 22
51, 21
51, 21
51, 21
51, 21
51, 21
51, 21
51, 21
51, 21
51, 21
51, 21
51, 21
51, 21
51, 20
51, 20
51, 19
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 20
51, 19
51, 18
51, 18
51, 18
52, 18
54, 18
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 17
55, 19
55, 21
55, 23
55, 25
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 26
55, 25
55, 25
55, 25
55, 24
55, 24
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 23
55, 22
55, 22
55, 22
55, 22
55, 22
55, 22
56, 22
56, 22
56, 22
56, 22
56, 22
56, 22
56, 22
56, 22
56, 22
56, 22
56, 22
56, 23
56, 23
56, 23
56, 22
56, 21
56, 22
56, 24
56, 24
55, 24
55, 24
55, 25
55, 25
55, 25
55, 24
55, 24
56, 24
58, 24
58, 24
58, 23
59, 23
60, 23
60, 23
60, 22
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
59, 21
58, 21
58, 21
58, 21
58, 21
58, 21
58, 21
58, 21
58, 21
58, 21
58, 21
58, 21
58, 21
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 20
58, 21
58, 19
58, 19
58, 19
58, 19
56, 19
55, 19
55, 19
55, 19
55, 19
55, 19
55, 19
55, 19
55, 19
55, 19
55, 20
54, 20
54, 19
54, 19
54, 20
54, 20
53, 22
53, 23
53, 23
53, 25
53, 28
53, 28
53, 28
53, 30
53, 32
53, 34
53, 34
53, 34
53, 33
53, 32
53, 32
53, 31
53, 31
53, 31
53, 31
52, 31
52, 31
52, 31
52, 31
52, 31
52, 31
52, 31
52, 31
52, 31
52, 31
52, 30
52, 30
52, 30
52, 30
52, 30
52, 30
52, 29
52, 29
52, 29
52, 29
52, 29
52, 28
52, 28
52, 28
52, 28
52, 27
52, 27
52, 27
51, 27
51, 27
51, 27
51, 27
50, 27
49, 27
49, 27
49, 27
49, 27
49, 27
49, 27
48, 27
48, 26
48, 26
48, 26
48, 26
48, 26
47, 25
46, 25
46, 25
46, 25
46, 25
46, 25
46, 25
46, 25
46, 25
46, 25
46, 25
46, 25
46, 25
46, 25
45, 25
45, 25
45, 24
45, 24
45, 23
45, 23
45, 22
45, 22
45, 22
45, 22
45, 22
45, 21
45, 20
45, 19
45, 19
46, 19
46, 18
46, 17
46, 17
46, 16
46, 16
46, 16
46, 17
46, 18
46, 18
46, 18
46, 18
45, 18
45, 18
45, 18
44, 18
44, 18
44, 18
44, 18
44, 18
44, 18
44, 18
44, 19
44, 19
44, 19
44, 21
44, 19
44, 19
44, 19
